"GEOID","NAME","vacancy_totalE","vacancy_totalM","for_rentE","for_rentM","rented_not_occE","rented_not_occM","for_saleE","for_saleM","sold_not_occE","sold_not_occM","seasonal_rec_occaisionalE","seasonal_rec_occaisionalM","migrant_workerE","migrant_workerM","other_vacantE","other_vacantM"
"10952","ZCTA5 10952",604,182,59,39,153,100,47,34,0,25,162,86,0,25,183,103
"10984","ZCTA5 10984",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10516","ZCTA5 10516",328,113,32,32,28,44,44,45,7,12,140,85,0,17,77,51
"10018","ZCTA5 10018",813,231,287,129,70,79,8,14,0,17,366,163,0,17,82,65
"10027","ZCTA5 10027",2673,421,1155,276,126,80,120,90,192,124,118,85,0,28,962,238
"10036","ZCTA5 10036",3591,611,1565,508,769,315,135,132,126,121,717,284,0,22,279,166
"10170","ZCTA5 10170",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10171","ZCTA5 10171",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10304","ZCTA5 10304",1718,380,628,263,102,139,291,161,132,77,30,36,0,25,535,221
"10308","ZCTA5 10308",776,242,127,105,0,22,153,129,260,137,37,48,0,22,199,131
"10459","ZCTA5 10459",1348,238,125,71,59,57,41,39,36,39,134,84,0,25,953,187
"10466","ZCTA5 10466",1156,263,317,144,16,26,139,84,58,51,77,68,0,28,549,160
"10474","ZCTA5 10474",468,136,62,45,44,45,0,19,0,19,49,51,0,19,313,112
"10509","ZCTA5 10509",573,147,33,35,0,19,72,64,119,87,151,79,0,19,198,92
"10519","ZCTA5 10519",27,43,0,12,0,12,27,43,0,12,0,12,0,12,0,12
"10523","ZCTA5 10523",251,136,51,79,22,33,26,37,29,39,29,43,0,17,94,62
"12769","ZCTA5 12769",60,50,24,39,0,12,0,12,0,12,12,20,0,12,24,38
"12781","ZCTA5 12781",34,41,0,12,0,12,11,19,0,12,23,37,0,12,0,12
"12811","ZCTA5 12811",37,33,0,12,0,12,0,12,0,12,22,23,0,12,15,24
"12862","ZCTA5 12862",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12864","ZCTA5 12864",155,39,0,12,0,12,0,12,0,12,151,39,0,12,4,7
"12872","ZCTA5 12872",44,24,0,12,0,12,0,12,0,12,44,24,0,12,0,12
"12884","ZCTA5 12884",27,20,0,12,7,10,0,12,14,16,0,12,0,12,6,10
"12151","ZCTA5 12151",34,31,0,12,0,12,0,12,17,27,8,11,0,12,9,15
"12205","ZCTA5 12205",783,259,146,122,0,22,72,83,46,72,52,72,0,22,467,213
"12464","ZCTA5 12464",376,119,0,12,0,12,0,12,0,12,362,119,0,12,14,23
"12486","ZCTA5 12486",94,80,0,12,0,12,0,12,0,12,63,69,0,12,31,49
"12522","ZCTA5 12522",265,119,0,12,23,37,0,12,25,41,8,12,0,12,209,108
"12575","ZCTA5 12575",57,68,0,12,0,12,0,12,0,12,0,12,0,12,57,68
"12924","ZCTA5 12924",64,49,0,12,0,12,0,12,0,12,64,49,0,12,0,12
"12929","ZCTA5 12929",73,42,11,18,0,12,0,12,0,12,0,12,0,12,62,39
"12933","ZCTA5 12933",3,4,0,12,0,12,0,12,0,12,3,4,0,12,0,12
"12939","ZCTA5 12939",22,18,0,12,0,12,0,12,0,12,10,11,0,12,12,14
"12973","ZCTA5 12973",53,18,0,12,0,12,0,12,0,12,39,15,0,12,14,13
"12975","ZCTA5 12975",35,34,0,12,0,12,5,7,0,12,30,33,0,12,0,12
"12976","ZCTA5 12976",126,35,0,12,0,12,2,3,0,12,116,35,0,12,8,10
"12977","ZCTA5 12977",33,52,0,12,0,12,33,52,0,12,0,12,0,12,0,12
"12978","ZCTA5 12978",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12997","ZCTA5 12997",321,66,9,14,0,12,8,13,18,21,239,67,0,12,47,33
"12998","ZCTA5 12998",41,63,0,12,0,12,41,63,0,12,0,12,0,12,0,12
"12983","ZCTA5 12983",1600,194,166,91,56,48,14,16,19,29,1117,159,0,17,228,94
"12987","ZCTA5 12987",15,25,0,12,0,12,0,12,0,12,0,12,0,12,15,25
"12413","ZCTA5 12413",529,128,23,37,0,12,45,51,0,12,290,109,0,12,171,73
"12418","ZCTA5 12418",258,94,0,12,0,12,0,12,0,12,244,90,0,12,14,23
"12419","ZCTA5 12419",43,40,0,12,0,12,0,12,0,12,31,36,0,12,12,18
"12422","ZCTA5 12422",199,93,0,12,0,12,0,12,0,12,169,97,0,12,30,32
"12429","ZCTA5 12429",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12430","ZCTA5 12430",611,109,16,14,0,12,10,11,0,12,518,108,0,12,67,23
"12443","ZCTA5 12443",300,100,0,12,0,12,0,12,0,12,260,100,0,12,40,47
"12470","ZCTA5 12470",154,85,0,12,0,12,0,12,54,63,100,63,0,12,0,12
"12477","ZCTA5 12477",1320,219,137,82,44,50,116,105,40,55,563,187,0,19,420,154
"12513","ZCTA5 12513",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12540","ZCTA5 12540",191,89,0,17,0,17,55,50,0,17,32,36,0,17,104,74
"12520","ZCTA5 12520",37,37,0,12,0,12,4,7,0,12,5,8,0,12,28,32
"12485","ZCTA5 12485",607,125,23,19,0,12,31,41,0,12,509,123,0,12,44,27
"12493","ZCTA5 12493",153,105,35,55,0,12,0,12,0,12,107,100,0,12,11,18
"12516","ZCTA5 12516",474,128,0,12,0,12,111,78,0,12,347,116,0,12,16,26
"12524","ZCTA5 12524",410,130,65,61,99,76,29,48,20,32,82,57,0,19,115,76
"12534","ZCTA5 12534",1635,275,113,80,0,19,97,65,9,13,646,197,46,36,724,193
"12542","ZCTA5 12542",264,116,28,45,0,17,61,59,26,42,20,32,0,17,129,87
"12571","ZCTA5 12571",640,128,9,14,0,17,63,52,14,19,328,92,0,17,226,88
"12601","ZCTA5 12601",1838,316,571,187,129,113,240,123,69,64,43,49,0,25,786,194
"12748","ZCTA5 12748",428,92,3,7,4,7,23,32,0,12,299,103,0,12,99,53
"12760","ZCTA5 12760",236,75,0,12,0,12,4,7,0,12,209,75,0,12,23,18
"12765","ZCTA5 12765",64,39,0,12,0,12,0,12,0,12,56,36,0,12,8,13
"12775","ZCTA5 12775",706,149,24,39,0,12,24,38,48,54,480,132,0,12,130,83
"12778","ZCTA5 12778",872,134,0,12,0,12,0,12,0,12,872,134,0,12,0,12
"12783","ZCTA5 12783",676,112,0,12,0,12,0,12,0,12,613,109,0,12,63,38
"12821","ZCTA5 12821",13,21,0,12,0,12,0,12,0,12,0,12,0,12,13,21
"12834","ZCTA5 12834",321,129,20,24,0,17,12,14,0,17,59,42,0,17,230,134
"12838","ZCTA5 12838",39,34,0,12,0,12,14,21,0,12,0,12,0,12,25,28
"12846","ZCTA5 12846",720,136,0,12,0,12,0,12,0,12,653,131,0,12,67,56
"12866","ZCTA5 12866",2817,464,648,267,96,91,170,106,48,76,1153,315,0,25,702,223
"12885","ZCTA5 12885",770,188,70,71,0,12,104,81,0,12,457,131,0,12,139,83
"12903","ZCTA5 12903",32,33,0,12,0,12,0,12,0,12,21,27,0,12,11,16
"06390","ZCTA5 06390",629,72,0,12,0,12,0,12,3,5,602,72,14,11,10,9
"10527","ZCTA5 10527",16,25,0,12,0,12,0,12,0,12,0,12,0,12,16,25
"10533","ZCTA5 10533",312,183,0,17,49,72,51,85,0,17,37,56,0,17,175,125
"10538","ZCTA5 10538",186,129,0,19,0,19,57,66,70,86,59,70,0,19,0,19
"10547","ZCTA5 10547",193,112,0,17,0,17,0,17,44,69,93,81,0,17,56,43
"10548","ZCTA5 10548",138,93,35,40,0,12,23,38,0,12,28,44,0,12,52,60
"10567","ZCTA5 10567",419,179,5,7,0,22,184,129,21,32,122,75,0,22,87,71
"10570","ZCTA5 10570",339,182,48,50,0,19,147,129,29,45,0,19,0,19,115,131
"10606","ZCTA5 10606",500,187,74,62,0,19,0,19,69,75,63,71,0,19,294,154
"10801","ZCTA5 10801",848,230,205,119,43,50,91,81,25,40,73,68,17,28,394,175
"10803","ZCTA5 10803",227,114,102,88,0,19,18,26,0,19,25,22,0,19,82,66
"10804","ZCTA5 10804",317,152,0,19,0,19,98,85,68,65,40,34,0,19,111,100
"10805","ZCTA5 10805",296,148,104,84,0,19,48,76,0,19,67,72,0,19,77,62
"10916","ZCTA5 10916",204,108,0,12,0,12,64,67,35,55,68,75,0,12,37,59
"10927","ZCTA5 10927",225,100,35,39,38,44,29,32,0,19,46,48,0,19,77,51
"10940","ZCTA5 10940",2145,353,482,201,0,25,319,147,34,42,99,61,0,25,1211,273
"10977","ZCTA5 10977",992,217,122,71,185,107,93,73,22,35,77,57,0,28,493,166
"10980","ZCTA5 10980",375,128,55,54,17,24,37,54,43,44,11,17,0,19,212,113
"10998","ZCTA5 10998",124,77,32,51,0,12,25,37,0,12,0,12,0,12,67,73
"10004","ZCTA5 10004",487,248,48,65,0,12,136,151,0,12,81,92,0,12,222,157
"10025","ZCTA5 10025",6703,835,1683,406,1261,433,231,168,252,210,2352,546,0,28,924,357
"10030","ZCTA5 10030",1275,256,424,148,168,100,20,32,75,80,65,61,0,25,523,195
"10037","ZCTA5 10037",1189,284,548,207,151,118,25,39,48,53,56,66,0,22,361,150
"10552","ZCTA5 10552",449,156,123,80,71,54,127,95,13,20,0,22,0,22,115,84
"10577","ZCTA5 10577",118,76,0,17,0,17,62,58,18,29,38,44,0,17,0,17
"10589","ZCTA5 10589",405,163,0,17,27,42,93,83,0,17,140,101,0,17,145,102
"10595","ZCTA5 10595",154,80,14,23,0,17,31,35,0,17,0,17,0,17,109,83
"10601","ZCTA5 10601",767,218,250,111,41,66,184,114,32,50,87,86,0,19,173,119
"10603","ZCTA5 10603",232,120,75,73,20,33,12,20,0,19,6,15,0,19,119,88
"10901","ZCTA5 10901",570,203,65,73,0,22,54,66,54,59,30,48,0,22,367,170
"10917","ZCTA5 10917",129,74,25,40,0,12,25,40,23,36,33,39,0,12,23,36
"10918","ZCTA5 10918",382,170,0,19,0,19,113,88,41,49,109,88,0,19,119,112
"10969","ZCTA5 10969",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10974","ZCTA5 10974",103,57,0,12,0,12,5,7,11,17,0,12,0,12,87,54
"10983","ZCTA5 10983",9,14,0,17,0,17,0,17,0,17,9,14,0,17,0,17
"10271","ZCTA5 10271",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10312","ZCTA5 10312",908,241,42,42,11,17,139,94,191,136,79,59,0,28,446,168
"10452","ZCTA5 10452",950,221,411,157,23,38,0,28,0,28,36,46,0,28,480,167
"10462","ZCTA5 10462",1564,327,551,213,232,157,72,50,119,101,42,38,0,28,548,170
"10473","ZCTA5 10473",946,239,393,172,44,49,64,57,57,56,13,22,0,28,375,136
"10501","ZCTA5 10501",29,34,0,12,0,12,16,26,0,12,13,20,0,12,0,12
"10506","ZCTA5 10506",413,114,23,37,0,17,84,76,37,42,205,91,0,17,64,55
"10005","ZCTA5 10005",1526,405,273,164,153,174,104,132,0,17,711,372,0,17,285,223
"10010","ZCTA5 10010",2060,472,798,316,254,223,170,167,65,80,402,183,0,25,371,212
"10016","ZCTA5 10016",6000,881,1631,537,297,182,159,148,395,251,1965,499,0,28,1553,489
"10017","ZCTA5 10017",2930,556,488,313,318,247,199,146,169,190,1152,413,0,19,604,283
"10026","ZCTA5 10026",1623,302,628,218,90,86,59,59,141,108,105,83,0,25,600,156
"10033","ZCTA5 10033",1230,314,187,116,142,100,63,50,0,28,201,124,0,28,637,217
"10069","ZCTA5 10069",838,318,219,202,0,17,0,17,0,17,545,220,0,17,74,118
"10111","ZCTA5 10111",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10115","ZCTA5 10115",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10128","ZCTA5 10128",4677,706,1099,398,94,77,344,173,118,97,1744,370,0,28,1278,437
"10153","ZCTA5 10153",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10169","ZCTA5 10169",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10310","ZCTA5 10310",939,231,394,147,8,12,151,88,26,32,6,10,0,22,354,138
"10576","ZCTA5 10576",321,94,0,12,0,12,0,12,53,54,226,97,0,12,42,43
"10549","ZCTA5 10549",379,163,31,40,0,19,41,38,0,19,202,119,0,19,105,89
"10553","ZCTA5 10553",321,121,116,82,0,19,0,19,80,61,42,49,0,19,83,75
"10560","ZCTA5 10560",206,110,0,12,0,12,0,12,0,12,136,83,0,12,70,66
"10580","ZCTA5 10580",334,130,0,19,69,70,0,19,57,61,132,85,0,19,76,51
"12913","ZCTA5 12913",196,53,0,12,0,12,0,12,0,12,133,41,0,12,63,39
"12926","ZCTA5 12926",118,47,0,12,11,16,13,12,0,12,37,24,0,12,57,35
"12942","ZCTA5 12942",306,62,0,12,5,9,9,13,0,12,244,56,0,12,48,29
"12945","ZCTA5 12945",378,97,0,12,0,12,2,3,0,12,360,100,0,12,16,21
"12952","ZCTA5 12952",181,79,0,12,0,12,17,27,0,12,98,58,0,12,66,51
"12953","ZCTA5 12953",869,193,0,19,0,19,27,32,35,32,319,87,0,19,488,169
"12955","ZCTA5 12955",228,54,0,12,0,12,0,12,0,12,201,54,0,12,27,24
"12957","ZCTA5 12957",109,85,10,16,0,12,0,12,0,12,0,12,0,12,99,85
"12960","ZCTA5 12960",128,112,0,12,0,12,0,12,0,12,0,12,0,12,128,112
"12966","ZCTA5 12966",227,70,11,18,0,12,0,12,18,28,101,42,0,12,97,49
"12967","ZCTA5 12967",5,7,0,12,0,12,0,12,0,12,5,7,0,12,0,12
"12972","ZCTA5 12972",273,143,0,17,0,17,64,96,0,17,54,50,0,17,155,114
"12306","ZCTA5 12306",2282,320,139,82,0,22,313,127,18,28,36,42,0,22,1776,302
"12401","ZCTA5 12401",1788,318,153,101,27,30,124,77,58,54,403,169,0,25,1023,258
"12410","ZCTA5 12410",263,91,38,43,0,12,0,12,36,45,144,77,0,12,45,44
"12424","ZCTA5 12424",326,63,0,12,0,12,3,5,0,12,290,64,0,12,33,26
"12431","ZCTA5 12431",323,100,0,12,0,12,0,12,0,12,142,87,0,12,181,86
"12444","ZCTA5 12444",501,85,0,12,0,12,13,16,0,12,479,83,0,12,9,14
"12451","ZCTA5 12451",122,77,0,12,0,12,20,32,0,12,102,70,0,12,0,12
"12454","ZCTA5 12454",203,63,0,12,0,12,0,12,9,14,185,64,0,12,9,15
"12457","ZCTA5 12457",121,77,0,12,0,12,0,12,0,12,96,65,0,12,25,41
"13072","ZCTA5 13072",177,46,0,12,0,12,18,16,11,13,108,40,0,12,40,23
"13077","ZCTA5 13077",305,92,0,17,52,48,0,17,29,46,144,63,0,17,80,53
"13108","ZCTA5 13108",110,66,16,25,0,17,0,17,16,25,31,28,0,17,47,53
"13156","ZCTA5 13156",538,108,0,12,0,12,0,12,34,43,430,106,25,39,49,30
"13164","ZCTA5 13164",67,61,0,12,0,12,0,12,0,12,18,26,0,12,49,55
"13202","ZCTA5 13202",326,97,116,64,49,47,13,20,8,12,0,17,0,17,140,61
"13204","ZCTA5 13204",2321,232,696,171,148,74,127,62,28,30,22,17,0,19,1300,207
"13207","ZCTA5 13207",1057,197,290,117,29,32,58,41,16,25,39,45,0,19,625,141
"13290","ZCTA5 13290",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13303","ZCTA5 13303",107,61,16,24,0,12,7,11,0,12,10,12,0,12,74,56
"13309","ZCTA5 13309",455,107,30,32,0,17,0,17,0,17,317,94,0,17,108,63
"13313","ZCTA5 13313",64,37,0,12,0,12,0,12,0,12,36,27,0,12,28,23
"13314","ZCTA5 13314",66,31,0,12,0,12,0,12,0,12,30,22,0,12,36,27
"13322","ZCTA5 13322",200,65,5,9,0,12,17,20,0,12,94,41,0,12,84,50
"13021","ZCTA5 13021",2033,331,449,187,115,93,21,23,108,88,768,172,0,25,572,196
"13304","ZCTA5 13304",139,83,5,8,0,12,5,8,0,12,67,60,0,12,62,67
"13110","ZCTA5 13110",302,79,0,12,0,12,29,31,14,22,204,68,0,12,55,44
"13126","ZCTA5 13126",2017,303,322,152,134,85,136,96,72,64,491,165,0,25,862,213
"13145","ZCTA5 13145",396,123,45,42,0,12,6,10,0,12,331,116,0,12,14,16
"13206","ZCTA5 13206",1013,259,258,147,75,92,99,69,72,95,75,87,0,19,434,151
"13039","ZCTA5 13039",543,154,21,32,18,30,27,30,24,36,114,72,0,19,339,141
"13083","ZCTA5 13083",155,52,0,12,0,12,0,12,0,12,123,40,0,12,32,28
"13101","ZCTA5 13101",128,51,0,12,0,12,2,3,44,44,0,12,0,12,82,46
"13114","ZCTA5 13114",453,149,18,20,0,17,39,50,16,19,260,120,0,17,120,90
"13140","ZCTA5 13140",245,75,0,12,16,22,0,12,10,17,118,57,0,12,101,48
"13142","ZCTA5 13142",747,183,45,42,13,21,95,71,0,17,522,164,0,17,72,62
"13146","ZCTA5 13146",117,43,0,12,13,15,0,12,49,34,23,20,0,12,32,24
"13160","ZCTA5 13160",210,69,16,25,0,12,9,15,0,12,137,58,0,12,48,37
"13166","ZCTA5 13166",213,91,32,43,33,31,26,40,0,17,40,44,0,17,82,52
"13205","ZCTA5 13205",1852,253,463,148,114,79,149,78,50,51,42,37,0,19,1034,178
"13210","ZCTA5 13210",2100,260,816,175,579,153,78,55,31,32,222,93,0,22,374,120
"13212","ZCTA5 13212",494,143,165,91,35,40,43,37,32,30,17,28,0,22,202,89
"13431","ZCTA5 13431",102,57,0,12,0,12,0,12,0,12,68,47,0,12,34,30
"13326","ZCTA5 13326",1095,160,57,42,0,17,90,64,0,17,689,135,0,17,259,104
"13411","ZCTA5 13411",393,91,42,33,10,16,11,18,0,12,147,53,0,12,183,65
"13417","ZCTA5 13417",215,122,97,76,0,12,0,12,0,12,0,12,0,12,118,100
"13433","ZCTA5 13433",153,53,13,14,7,11,14,15,0,12,73,40,0,12,46,30
"13464","ZCTA5 13464",79,34,5,7,0,12,5,8,15,17,40,23,0,12,14,11
"10597","ZCTA5 10597",59,50,0,12,0,12,0,12,0,12,59,50,0,12,0,12
"10913","ZCTA5 10913",36,48,0,17,0,17,0,17,0,17,0,17,0,17,36,48
"10919","ZCTA5 10919",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10924","ZCTA5 10924",477,144,113,80,0,19,22,36,0,19,91,69,0,19,251,107
"10950","ZCTA5 10950",1327,258,51,56,28,42,321,146,151,95,434,182,0,28,342,151
"10707","ZCTA5 10707",303,185,179,163,0,19,26,41,0,19,25,38,0,19,73,77
"10710","ZCTA5 10710",482,159,71,69,0,22,157,108,33,34,77,69,0,22,144,82
"10925","ZCTA5 10925",764,207,0,12,0,12,132,104,99,93,337,166,0,12,196,123
"10941","ZCTA5 10941",453,162,99,87,0,19,71,51,0,19,53,59,0,19,230,136
"10964","ZCTA5 10964",51,57,0,12,0,12,0,12,0,12,8,13,0,12,43,55
"10968","ZCTA5 10968",174,97,31,35,0,12,28,44,0,12,37,43,0,12,78,66
"10987","ZCTA5 10987",184,59,10,11,0,12,22,27,22,27,98,43,0,12,32,22
"10958","ZCTA5 10958",171,88,0,12,0,12,0,12,0,12,59,47,0,12,112,79
"10989","ZCTA5 10989",292,175,0,17,0,17,163,128,102,109,0,17,0,17,27,42
"10994","ZCTA5 10994",0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
"10536","ZCTA5 10536",262,117,25,37,0,19,0,19,23,36,144,87,0,19,70,63
"10541","ZCTA5 10541",536,163,39,48,0,22,26,40,63,65,286,124,0,22,122,101
"10594","ZCTA5 10594",57,55,50,54,0,17,0,17,0,17,0,17,0,17,7,12
"10566","ZCTA5 10566",1007,270,76,58,0,22,126,89,121,118,238,146,0,22,446,195
"10573","ZCTA5 10573",823,227,281,135,19,29,113,85,65,73,136,89,0,25,209,106
"10583","ZCTA5 10583",891,253,74,58,46,49,165,97,116,115,192,115,0,25,298,158
"10704","ZCTA5 10704",659,204,108,72,53,61,61,52,50,57,156,101,0,25,231,116
"10706","ZCTA5 10706",149,89,52,57,9,13,0,17,0,17,8,13,0,17,80,70
"10920","ZCTA5 10920",137,89,33,49,27,39,0,17,0,17,0,17,0,17,77,70
"10921","ZCTA5 10921",140,89,0,12,0,12,47,54,10,16,11,18,0,12,72,69
"10930","ZCTA5 10930",270,132,0,17,0,17,40,61,22,37,141,90,0,17,67,80
"10954","ZCTA5 10954",405,180,278,154,0,22,7,11,0,22,0,22,0,22,120,79
"10962","ZCTA5 10962",49,39,0,17,0,17,18,29,0,17,0,17,0,17,31,45
"10973","ZCTA5 10973",48,53,0,12,18,26,0,12,0,12,0,12,0,12,30,47
"10975","ZCTA5 10975",54,59,0,12,0,12,0,12,27,42,0,12,0,12,27,43
"10976","ZCTA5 10976",29,46,0,12,0,12,0,12,0,12,0,12,0,12,29,46
"10996","ZCTA5 10996",104,54,0,17,0,17,0,17,0,17,4,7,0,17,100,55
"10535","ZCTA5 10535",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10007","ZCTA5 10007",630,254,63,78,48,78,57,87,0,17,365,192,0,17,97,111
"10019","ZCTA5 10019",7196,803,1989,510,434,208,123,83,120,99,3879,623,0,25,651,347
"10020","ZCTA5 10020",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10021","ZCTA5 10021",6311,1076,906,395,253,243,341,271,390,279,4064,982,0,25,357,271
"10038","ZCTA5 10038",1569,340,295,182,47,68,5,8,0,22,609,247,0,22,613,233
"10039","ZCTA5 10039",682,175,245,119,97,83,14,21,31,49,35,41,0,22,260,117
"10165","ZCTA5 10165",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10167","ZCTA5 10167",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10278","ZCTA5 10278",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10280","ZCTA5 10280",720,317,53,86,0,17,0,17,90,145,282,200,0,17,295,238
"10302","ZCTA5 10302",876,186,261,130,25,43,222,91,40,59,67,77,0,19,261,114
"10303","ZCTA5 10303",1066,195,374,148,0,22,239,99,25,38,15,17,0,22,413,116
"10457","ZCTA5 10457",1188,203,471,136,19,30,34,40,0,28,37,36,0,28,627,145
"10464","ZCTA5 10464",244,161,0,12,0,12,0,12,0,12,14,23,0,12,230,157
"10986","ZCTA5 10986",33,52,0,12,0,12,0,12,0,12,0,12,0,12,33,52
"10992","ZCTA5 10992",290,167,0,17,0,17,103,101,15,25,100,93,0,17,72,84
"10507","ZCTA5 10507",271,164,54,74,57,92,102,114,0,17,19,30,0,17,39,45
"10003","ZCTA5 10003",4888,587,1234,396,238,154,159,119,304,165,1838,406,0,28,1115,339
"10009","ZCTA5 10009",1694,450,855,311,295,235,17,27,63,71,396,174,0,28,68,66
"10011","ZCTA5 10011",4895,715,521,245,811,362,140,127,312,178,2158,518,0,25,953,326
"10022","ZCTA5 10022",6313,777,610,295,52,68,400,228,214,128,4829,725,0,25,208,162
"10028","ZCTA5 10028",3859,714,794,397,263,237,120,101,278,253,1413,359,0,25,991,445
"10119","ZCTA5 10119",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10044","ZCTA5 10044",633,265,256,166,64,96,59,95,0,19,135,115,0,19,119,147
"10162","ZCTA5 10162",164,179,32,53,132,161,0,12,0,12,0,12,0,12,0,12
"10279","ZCTA5 10279",70,78,0,12,0,12,0,12,0,12,16,25,0,12,54,89
"13493","ZCTA5 13493",209,70,5,8,0,12,29,23,0,12,104,45,10,15,61,43
"13601","ZCTA5 13601",2858,379,913,275,250,115,300,154,326,139,211,104,0,25,858,217
"13620","ZCTA5 13620",45,42,10,11,4,7,0,12,0,12,26,40,0,12,5,9
"13116","ZCTA5 13116",191,115,0,12,0,12,0,12,41,64,0,12,0,12,150,105
"13141","ZCTA5 13141",45,30,0,12,0,12,0,12,0,12,45,30,0,12,0,12
"13148","ZCTA5 13148",568,157,87,70,29,47,38,43,0,19,252,100,0,19,162,96
"13224","ZCTA5 13224",582,181,117,98,62,66,14,22,83,68,63,81,0,17,243,117
"13315","ZCTA5 13315",221,60,0,12,0,12,0,12,0,12,115,41,0,12,106,44
"13328","ZCTA5 13328",15,21,0,12,0,12,0,12,0,12,15,21,0,12,0,12
"13334","ZCTA5 13334",376,124,0,12,47,72,0,12,0,12,244,106,0,12,85,77
"13338","ZCTA5 13338",977,101,0,12,0,12,3,4,0,12,898,100,0,12,76,36
"13341","ZCTA5 13341",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13346","ZCTA5 13346",602,170,56,51,52,75,27,30,19,21,350,135,0,17,98,91
"13357","ZCTA5 13357",728,197,62,57,0,19,38,52,10,16,141,89,0,19,477,169
"13407","ZCTA5 13407",285,109,0,17,0,17,31,48,0,17,31,38,6,10,217,99
"13408","ZCTA5 13408",293,87,24,19,11,19,10,17,0,12,100,56,0,12,148,68
"13418","ZCTA5 13418",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13329","ZCTA5 13329",240,82,0,12,0,12,16,25,0,12,118,55,6,9,100,54
"13355","ZCTA5 13355",86,89,0,12,0,12,0,12,0,12,4,5,0,12,82,88
"13368","ZCTA5 13368",156,46,5,8,0,12,5,9,0,12,123,39,0,12,23,21
"13035","ZCTA5 13035",632,153,73,61,12,18,68,68,61,57,259,114,0,17,159,82
"13208","ZCTA5 13208",1892,236,788,195,187,91,190,100,22,35,6,10,0,22,699,149
"13302","ZCTA5 13302",335,71,0,12,5,8,0,12,5,8,288,66,0,12,37,26
"13652","ZCTA5 13652",272,106,5,7,0,12,14,13,0,12,170,48,0,12,83,91
"13662","ZCTA5 13662",488,167,25,28,84,74,133,91,0,19,41,51,0,19,205,110
"13673","ZCTA5 13673",108,51,12,19,5,11,0,12,38,31,21,21,0,12,32,31
"13675","ZCTA5 13675",43,50,0,12,0,12,0,12,0,12,21,34,0,12,22,37
"13676","ZCTA5 13676",733,213,117,95,73,80,83,83,17,28,129,56,0,19,314,156
"13684","ZCTA5 13684",338,63,9,13,0,12,3,4,0,12,259,56,0,12,67,36
"13690","ZCTA5 13690",231,58,0,12,0,12,0,12,0,12,163,46,0,12,68,42
"13731","ZCTA5 13731",839,85,0,12,0,12,0,12,0,12,797,79,0,12,42,30
"13744","ZCTA5 13744",101,72,27,42,14,22,0,12,14,23,0,12,0,12,46,53
"13746","ZCTA5 13746",198,94,9,15,0,12,5,9,0,12,99,62,0,12,85,68
"13753","ZCTA5 13753",447,99,44,32,9,14,22,22,0,17,345,88,0,17,27,22
"13776","ZCTA5 13776",60,26,10,11,0,12,0,12,5,7,14,16,0,12,31,20
"13780","ZCTA5 13780",70,68,0,12,0,12,30,50,0,12,29,47,0,12,11,17
"13796","ZCTA5 13796",134,62,15,22,0,12,0,12,0,12,43,38,0,12,76,47
"13802","ZCTA5 13802",55,48,0,12,0,12,9,13,0,12,5,10,0,12,41,46
"13813","ZCTA5 13813",234,110,0,12,0,12,7,11,0,12,192,88,0,12,35,57
"13825","ZCTA5 13825",211,109,98,85,0,12,0,12,0,12,16,22,0,12,97,75
"13865","ZCTA5 13865",551,182,11,17,15,17,9,9,14,17,351,159,0,17,151,114
"13901","ZCTA5 13901",1532,238,441,141,168,96,81,48,11,17,112,82,0,19,719,172
"13903","ZCTA5 13903",816,207,167,100,36,58,95,66,84,94,10,17,0,19,424,116
"13905","ZCTA5 13905",2059,370,626,203,178,146,139,114,31,49,76,97,0,22,1009,277
"13026","ZCTA5 13026",302,61,0,12,10,15,15,19,0,12,203,48,0,12,74,39
"13028","ZCTA5 13028",330,117,0,12,0,12,10,15,0,12,270,101,0,12,50,67
